sample,syst,bin,ratio
ttSL,JESup,12,0.5559342152663823
ttSL,JESdown,4,0.9119613814907731
ttSL,JESdown,5,0.8772014745111918
ttSL,JESdown,6,0.8456104325857439
ttSL,JESdown,7,0.8045147143820313
ttSL,JESdown,8,0.7609866748219544
ttSL,JESdown,9,0.7446998510315134
ttSL,JESdown,10,0.6425282064041817
ttSL,JESdown,11,0.6210365907742967
ttSL,JESdown,12,0.8104603874578212
ttSL,JERup,4,0.9203048197244823
ttSL,JERup,5,0.8863964922983295
ttSL,JERup,6,0.8550034020765547
ttSL,JERup,7,0.814258738053991
ttSL,JERup,8,0.7736390971016369
ttSL,JERup,9,0.756969448232983
ttSL,JERup,10,0.6449247463269547
ttSL,JERup,11,0.679910165813483
ttSL,JERup,12,0.5285577578334225
ttSL,JERdown,4,0.9205525311135849
ttSL,JERdown,5,0.8864361962290793
ttSL,JERdown,6,0.8560291076621389
ttSL,JERdown,7,0.8149774490329361
ttSL,JERdown,8,0.7758460390854094
ttSL,JERdown,9,0.7569490842597667
ttSL,JERdown,10,0.6512426517798887
ttSL,JERdown,11,0.6414687766608134
ttSL,JERdown,12,0.6459658300421
ttDL,nominal,4,0.8451595649632526
ttDL,nominal,5,0.8078009557791238
ttDL,nominal,6,0.7706332638782917
ttDL,nominal,7,0.7351473334468162
ttDL,nominal,8,0.6835987401472362
ttDL,nominal,9,0.6284764947026364
ttDL,nominal,10,0.6133384912937967
ttDL,nominal,11,0.6761408863329368
ttDL,nominal,12,0.7083674062526464
ttDL,nominal,13,0.6424686764807878
ttDL,uphf,4,0.8999206450773649
ttDL,uphf,5,0.8831195230237981
ttDL,uphf,6,0.8643585380690687
ttDL,uphf,7,0.8446415798541732
ttDL,uphf,8,0.8174265579787088
ttDL,uphf,9,0.7808695243216557
ttDL,uphf,10,0.7511360004704426
ttDL,uphf,11,0.8618302102083703
ttDL,uphf,12,0.8776722946050858
ttDL,uphf,13,0.8740772916208116
ttDL,downhf,4,0.8020224749570833
ttDL,downhf,5,0.7485877212213154
ttDL,downhf,6,0.6982436522978847
ttDL,downhf,7,0.6508417451472444
ttDL,downhf,8,0.5824809544792191
ttDL,downhf,9,0.5165735673382419
ttDL,downhf,10,0.5135965126363357
ttDL,downhf,11,0.5419844435985884
ttDL,downhf,12,0.5975945598695575
ttDL,downhf,13,0.5112958982428296
ttDL,uplf,4,0.9948761272323243
ttDL,uplf,5,0.9560381578704015
ttDL,uplf,6,0.9159548068873623
ttDL,uplf,7,0.8804509235321683
ttDL,uplf,8,0.8182584226775564
ttDL,uplf,9,0.7640549036207768
ttDL,uplf,10,0.736729423199118
ttDL,uplf,11,0.7596500927048687
ttDL,uplf,12,0.809336458082919
ttDL,uplf,13,0.7585576686237854
ttDL,downlf,4,0.7246147876717978
ttDL,downlf,5,0.6897152933074743
ttDL,downlf,6,0.6557580259027852
ttDL,downlf,7,0.6210831488752404
ttDL,downlf,8,0.5781262075415867
ttDL,downlf,9,0.5242237617606078
ttDL,downlf,10,0.5190667032176013
ttDL,downlf,11,0.6140515982903203
ttDL,downlf,12,0.6339981357033415
ttDL,downlf,13,0.5593271454297767
ttDL,uplfstats1,4,0.9177516910569737
ttDL,uplfstats1,5,0.9016347369691752
ttDL,uplfstats1,6,0.8842453684776608
ttDL,uplfstats1,7,0.8668476665687428
ttDL,uplfstats1,8,0.8284354618306652
ttDL,uplfstats1,9,0.7854411303675051
ttDL,uplfstats1,10,0.7733137145902772
ttDL,uplfstats1,11,0.8923552303568126
ttDL,uplfstats1,12,0.9930062367675602
ttDL,uplfstats1,13,0.9235358426015088
ttDL,downlfstats1,4,0.7785198394952543
ttDL,downlfstats1,5,0.7239648479800745
ttDL,downlfstats1,6,0.6720034455917482
ttDL,downlfstats1,7,0.6236760092412671
ttDL,downlfstats1,8,0.5640012227969501
ttDL,downlfstats1,9,0.5034312173347524
ttDL,downlfstats1,10,0.48719033734018335
ttDL,downlfstats1,11,0.5122578189203159
ttDL,downlfstats1,12,0.5083621692471185
ttDL,downlfstats1,13,0.4500286560567452
ttDL,uplfstats2,4,0.908544029102582
ttDL,uplfstats2,5,0.8902625206419185
ttDL,uplfstats2,6,0.8707744520611714
ttDL,uplfstats2,7,0.8515725086983168
ttDL,uplfstats2,8,0.8135250606599939
ttDL,uplfstats2,9,0.7686605988815622
ttDL,uplfstats2,10,0.7538804388276458
ttDL,uplfstats2,11,0.8734734871385933
ttDL,uplfstats2,12,0.9674919322198806
ttDL,uplfstats2,13,0.8793728023949355
ttDL,downlfstats2,4,0.7860909022125869
ttDL,downlfstats2,5,0.7328688902977847
ttDL,downlfstats2,6,0.6819284028268265
ttDL,downlfstats2,7,0.6343994043196844
ttDL,downlfstats2,8,0.5739673422791642
ttDL,downlfstats2,9,0.5138631053058427
ttDL,downlfstats2,10,0.4993742536760327
ttDL,downlfstats2,11,0.5226463772880594
ttDL,downlfstats2,12,0.5205274188618755
ttDL,downlfstats2,13,0.47147881050879586
ttDL,uphfstats1,4,0.8123549790931994
ttDL,uphfstats1,5,0.7752595198190242
ttDL,uphfstats1,6,0.7385459222687565
ttDL,uphfstats1,7,0.7029026478511802
ttDL,uphfstats1,8,0.6538689755078412
ttDL,uphfstats1,9,0.5998035899267811
ttDL,uphfstats1,10,0.5842439482474439
ttDL,uphfstats1,11,0.6618973866350498
ttDL,uphfstats1,12,0.6787461105174797
ttDL,uphfstats1,13,0.5943584810154375
ttDL,downhfstats1,4,0.8794589856852237
ttDL,downhfstats1,5,0.8418767812982731
ttDL,downhfstats1,6,0.8042764786514478
ttDL,downhfstats1,7,0.7689666208786412
ttDL,downhfstats1,8,0.7146745421310463
ttDL,downhfstats1,9,0.6584965705269602
ttDL,downhfstats1,10,0.644171279667826
ttDL,downhfstats1,11,0.6926904082777796
ttDL,downhfstats1,12,0.7446493740682898
ttDL,downhfstats1,13,0.6971951807070704
ttDL,uphfstats2,4,0.8588145862792619
ttDL,uphfstats2,5,0.8222590547702356
ttDL,uphfstats2,6,0.7858280920337649
ttDL,uphfstats2,7,0.7506269070156432
ttDL,uphfstats2,8,0.6992070219902167
ttDL,uphfstats2,9,0.6432065606850278
ttDL,uphfstats2,10,0.6312624899316542
ttDL,uphfstats2,11,0.692647594495326
ttDL,uphfstats2,12,0.7231988779829733
ttDL,uphfstats2,13,0.6950778532783277
ttDL,downhfstats2,4,0.8322890350252508
ttDL,downhfstats2,5,0.7941613478529126
ttDL,downhfstats2,6,0.7562873771333949
ttDL,downhfstats2,7,0.7205524495894285
ttDL,downhfstats2,8,0.6688528843363738
ttDL,downhfstats2,9,0.6145750252052398
ttDL,downhfstats2,10,0.5964782162918869
ttDL,downhfstats2,11,0.6610900860611562
ttDL,downhfstats2,12,0.6959214280613393
ttDL,downhfstats2,13,0.5968066434149102
ttDL,upcferr1,4,0.8243666159602075
ttDL,upcferr1,5,0.7766816862927237
ttDL,upcferr1,6,0.7316277608054768
ttDL,upcferr1,7,0.6834504080138634
ttDL,upcferr1,8,0.6289701147076189
ttDL,upcferr1,9,0.5781051204643163
ttDL,upcferr1,10,0.5400847869344463
ttDL,upcferr1,11,0.6230723336890868
ttDL,upcferr1,12,0.7083674062851906
ttDL,upcferr1,13,0.5600019407712362
